code_bassin;demandeurs_emploi;secteur_libelle
4430;45;Arts, spectacles et activités récréatives
4430;36;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4430;32;Information et communication
4430;29;Activités immobilières
4430;8;Agriculture, sylviculture et pêche
4430;5;Industries extractives
4429;249;Industrie manufacturière
4429;242;Santé humaine et action sociale
4429;158;Commerce -  réparation d'automobiles et de motocycles
4429;116;Administration publique
4429;113;Hébergement et restauration
4429;110;Construction
4429;82;Transports et entreposage
4429;81;Activités spécialisées, scientifiques et techniques
4429;79;Activités de services administratifs et de soutien
4429;28;Arts, spectacles et activités récréatives
4429;26;Autres activités de services
4429;23;Activités financières et d'assurance
4429;22;Agriculture, sylviculture et pêche
4429;20;Enseignement
4429;7;Activités immobilières
4429;6;Information et communication
4429;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4429;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4428;232;Santé humaine et action sociale
4428;168;Commerce -  réparation d'automobiles et de motocycles
4428;105;Industrie manufacturière
4428;90;Hébergement et restauration
4428;74;Activités de services administratifs et de soutien
4428;66;Construction
4428;48;Administration publique
4428;35;Autres activités de services
4428;33;Transports et entreposage
4428;27;Activités spécialisées, scientifiques et techniques
4428;21;Agriculture, sylviculture et pêche
4428;14;Activités financières et d'assurance
4428;12;Enseignement
4428;10;Arts, spectacles et activités récréatives
4428;9;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4428;7;Information et communication
4428;6;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4428;3;Activités immobilières
4427;190;Commerce -  réparation d'automobiles et de motocycles
4427;134;Santé humaine et action sociale
4427;98;Industrie manufacturière
4427;88;Hébergement et restauration
4427;79;Construction
4427;58;Activités spécialisées, scientifiques et techniques
4427;42;Activités de services administratifs et de soutien
4427;34;Transports et entreposage
4427;29;Administration publique
4427;24;Autres activités de services
4427;20;Activités financières et d'assurance
4427;13;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4427;12;Arts, spectacles et activités récréatives
4427;12;Agriculture, sylviculture et pêche
4427;10;Enseignement
4427;8;Activités immobilières
4427;6;Information et communication
4427;1;Industries extractives
4426;153;Commerce -  réparation d'automobiles et de motocycles
4426;146;Industrie manufacturière
4426;140;Transports et entreposage
4426;95;Construction
4426;71;Santé humaine et action sociale
4426;64;Hébergement et restauration
4426;48;Activités de services administratifs et de soutien
4426;38;Activités spécialisées, scientifiques et techniques
4426;24;Administration publique
4426;16;Autres activités de services
4426;11;Activités financières et d'assurance
4426;10;Arts, spectacles et activités récréatives
4426;7;Information et communication
4426;6;Agriculture, sylviculture et pêche
4426;6;Enseignement
4426;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4426;2;Activités immobilières
4426;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4425;1719;Commerce -  réparation d'automobiles et de motocycles
4425;1597;Hébergement et restauration
4425;1430;Activités de services administratifs et de soutien
4425;1290;Santé humaine et action sociale
4425;868;Activités spécialisées, scientifiques et techniques
4425;624;Transports et entreposage
4425;623;Industrie manufacturière
4425;587;Construction
4425;414;Administration publique
4425;408;Autres activités de services
4425;350;Activités financières et d'assurance
4425;273;Enseignement
4425;220;Information et communication
4425;128;Arts, spectacles et activités récréatives
4425;128;Activités immobilières
4425;52;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4425;40;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4425;20;Agriculture, sylviculture et pêche
4425;7;Industries extractives
4424;211;Transports et entreposage
4424;188;Commerce -  réparation d'automobiles et de motocycles
4424;113;Industrie manufacturière
4424;95;Construction
4424;87;Santé humaine et action sociale
4424;75;Activités de services administratifs et de soutien
4424;61;Hébergement et restauration
4424;48;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4424;38;Administration publique
4424;31;Autres activités de services
4424;20;Activités spécialisées, scientifiques et techniques
4424;15;Activités financières et d'assurance
4424;7;Enseignement
4424;7;Activités immobilières
4424;5;Agriculture, sylviculture et pêche
4424;4;Arts, spectacles et activités récréatives
4424;3;Information et communication
4424;1;Industries extractives
4423;159;Commerce -  réparation d'automobiles et de motocycles
4423;147;Santé humaine et action sociale
4423;90;Industrie manufacturière
4423;55;Hébergement et restauration
4423;52;Activités de services administratifs et de soutien
4423;44;Transports et entreposage
4423;36;Autres activités de services
4423;31;Activités spécialisées, scientifiques et techniques
4423;29;Construction
4423;27;Administration publique
4423;13;Arts, spectacles et activités récréatives
4423;10;Activités financières et d'assurance
4423;9;Enseignement
4423;5;Activités immobilières
4423;4;Agriculture, sylviculture et pêche
4423;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4422;288;Commerce -  réparation d'automobiles et de motocycles
4422;183;Hébergement et restauration
4422;151;Santé humaine et action sociale
4422;69;Activités spécialisées, scientifiques et techniques
4422;65;Industrie manufacturière
4422;53;Construction
4422;45;Transports et entreposage
4422;32;Activités de services administratifs et de soutien
4422;31;Administration publique
4422;24;Autres activités de services
4422;21;Arts, spectacles et activités récréatives
4422;14;Activités financières et d'assurance
4422;12;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4422;7;Information et communication
4422;4;Activités immobilières
4422;2;Enseignement
4421;103;Commerce -  réparation d'automobiles et de motocycles
4421;90;Industrie manufacturière
4421;57;Agriculture, sylviculture et pêche
4421;33;Activités spécialisées, scientifiques et techniques
4421;31;Santé humaine et action sociale
4421;24;Transports et entreposage
4421;20;Construction
4421;19;Activités de services administratifs et de soutien
4421;17;Enseignement
4421;15;Hébergement et restauration
4421;15;Administration publique
4421;12;Autres activités de services
4421;12;Activités financières et d'assurance
4421;5;Information et communication
4421;4;Activités immobilières
4421;2;Industries extractives
4420;223;Industrie manufacturière
4420;168;Commerce -  réparation d'automobiles et de motocycles
4420;129;Santé humaine et action sociale
4420;128;Hébergement et restauration
4420;80;Activités de services administratifs et de soutien
4420;76;Autres activités de services
4420;70;Construction
4420;64;Transports et entreposage
4420;52;Administration publique
4420;37;Activités spécialisées, scientifiques et techniques
4420;13;Agriculture, sylviculture et pêche
4420;12;Activités financières et d'assurance
4420;9;Enseignement
4420;8;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4420;7;Arts, spectacles et activités récréatives
4420;5;Industries extractives
4420;5;Information et communication
4420;5;Activités immobilières
4420;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4419;111;Hébergement et restauration
4419;107;Industrie manufacturière
4419;99;Transports et entreposage
4419;76;Commerce -  réparation d'automobiles et de motocycles
4419;46;Santé humaine et action sociale
4419;45;Activités de services administratifs et de soutien
4419;36;Construction
4419;33;Administration publique
4419;21;Activités financières et d'assurance
4419;19;Activités spécialisées, scientifiques et techniques
4419;19;Autres activités de services
4419;11;Agriculture, sylviculture et pêche
4419;7;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4419;5;Enseignement
4419;5;Arts, spectacles et activités récréatives
4419;1;Activités immobilières
4418;157;Commerce -  réparation d'automobiles et de motocycles
4418;140;Industrie manufacturière
4418;136;Hébergement et restauration
4418;116;Santé humaine et action sociale
4418;92;Transports et entreposage
4418;84;Activités de services administratifs et de soutien
4418;84;Administration publique
4418;67;Construction
4418;35;Activités spécialisées, scientifiques et techniques
4418;27;Enseignement
4418;25;Autres activités de services
4418;15;Activités immobilières
4418;14;Arts, spectacles et activités récréatives
4418;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4418;11;Activités financières et d'assurance
4418;9;Agriculture, sylviculture et pêche
4418;3;Information et communication
4418;3;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4417;261;Industrie manufacturière
4417;249;Commerce -  réparation d'automobiles et de motocycles
4417;195;Hébergement et restauration
4417;149;Agriculture, sylviculture et pêche
4417;138;Santé humaine et action sociale
4417;77;Activités spécialisées, scientifiques et techniques
4417;50;Construction
4417;47;Activités de services administratifs et de soutien
4417;43;Autres activités de services
4417;32;Administration publique
4417;25;Transports et entreposage
4417;14;Enseignement
4417;12;Activités financières et d'assurance
4417;11;Arts, spectacles et activités récréatives
4417;8;Activités immobilières
4417;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4417;4;Information et communication
4417;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4416;364;Commerce -  réparation d'automobiles et de motocycles
4416;253;Hébergement et restauration
4416;207;Santé humaine et action sociale
4416;173;Industrie manufacturière
4416;169;Administration publique
4416;162;Transports et entreposage
4416;139;Activités de services administratifs et de soutien
4416;123;Construction
4416;111;Activités spécialisées, scientifiques et techniques
4416;63;Autres activités de services
4416;58;Agriculture, sylviculture et pêche
4416;46;Enseignement
4416;45;Arts, spectacles et activités récréatives
4416;36;Activités financières et d'assurance
4416;16;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4416;13;Information et communication
4416;12;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4416;10;Activités immobilières
4416;1;Industries extractives
4415;88;Commerce -  réparation d'automobiles et de motocycles
4415;78;Industrie manufacturière
4415;57;Construction
4415;55;Santé humaine et action sociale
4415;42;Transports et entreposage
4415;28;Hébergement et restauration
4415;23;Agriculture, sylviculture et pêche
4415;15;Administration publique
4415;13;Activités spécialisées, scientifiques et techniques
4415;12;Autres activités de services
4415;10;Enseignement
4415;9;Activités de services administratifs et de soutien
4415;7;Activités financières et d'assurance
4415;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4415;4;Arts, spectacles et activités récréatives
4415;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4415;1;Activités immobilières
4414;115;Industrie manufacturière
4414;101;Commerce -  réparation d'automobiles et de motocycles
4414;65;Activités de services administratifs et de soutien
4414;56;Santé humaine et action sociale
4414;51;Transports et entreposage
4414;37;Hébergement et restauration
4414;36;Construction
4414;27;Arts, spectacles et activités récréatives
4414;16;Autres activités de services
4414;14;Enseignement
4414;8;Administration publique
4414;8;Activités spécialisées, scientifiques et techniques
4414;7;Agriculture, sylviculture et pêche
4414;7;Activités financières et d'assurance
4414;5;Activités immobilières
4414;2;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4414;1;Industries extractives
4414;1;Information et communication
4413;70;Commerce -  réparation d'automobiles et de motocycles
4413;47;Santé humaine et action sociale
4413;40;Industrie manufacturière
4413;35;Hébergement et restauration
4413;25;Transports et entreposage
4413;23;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4413;16;Construction
4413;14;Activités de services administratifs et de soutien
4413;12;Autres activités de services
4413;8;Arts, spectacles et activités récréatives
4413;6;Activités spécialisées, scientifiques et techniques
4413;5;Administration publique
4413;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4413;2;Enseignement
4413;2;Agriculture, sylviculture et pêche
4413;1;Information et communication
4413;1;Activités immobilières
4412;337;Commerce -  réparation d'automobiles et de motocycles
4412;335;Santé humaine et action sociale
4412;227;Hébergement et restauration
4412;207;Industrie manufacturière
4412;190;Activités de services administratifs et de soutien
4412;163;Construction
4412;154;Transports et entreposage
4412;90;Activités spécialisées, scientifiques et techniques
4412;82;Autres activités de services
4412;48;Administration publique
4412;41;Activités financières et d'assurance
4412;40;Enseignement
4412;28;Activités immobilières
4412;18;Arts, spectacles et activités récréatives
4412;16;Information et communication
4412;10;Agriculture, sylviculture et pêche
4412;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4412;3;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4412;1;Industries extractives
4411;95;Industrie manufacturière
4411;95;Santé humaine et action sociale
4411;91;Activités de services administratifs et de soutien
4411;70;Commerce -  réparation d'automobiles et de motocycles
4411;47;Transports et entreposage
4411;31;Hébergement et restauration
4411;29;Construction
4411;27;Administration publique
4411;20;Activités spécialisées, scientifiques et techniques
4411;16;Arts, spectacles et activités récréatives
4411;15;Activités financières et d'assurance
4411;15;Autres activités de services
4411;9;Information et communication
4411;9;Activités immobilières
4411;6;Enseignement
4411;6;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4411;3;Agriculture, sylviculture et pêche
4408;53;Santé humaine et action sociale
4408;45;Commerce -  réparation d'automobiles et de motocycles
4408;39;Industrie manufacturière
4408;26;Transports et entreposage
4408;22;Agriculture, sylviculture et pêche
4408;21;Arts, spectacles et activités récréatives
4408;18;Hébergement et restauration
4408;14;Administration publique
4408;13;Construction
4408;5;Activités spécialisées, scientifiques et techniques
4408;5;Activités de services administratifs et de soutien
4408;5;Autres activités de services
4408;4;Enseignement
4408;4;Activités financières et d'assurance
4408;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4408;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4408;1;Industries extractives
4408;1;Information et communication
4407;193;Commerce -  réparation d'automobiles et de motocycles
4407;172;Industrie manufacturière
4407;108;Hébergement et restauration
4407;100;Santé humaine et action sociale
4407;51;Transports et entreposage
4407;47;Activités spécialisées, scientifiques et techniques
4407;41;Activités de services administratifs et de soutien
4407;34;Construction
4407;20;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4407;14;Administration publique
4407;8;Agriculture, sylviculture et pêche
4407;7;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4407;6;Activités financières et d'assurance
4407;5;Autres activités de services
4407;4;Activités immobilières
4407;3;Arts, spectacles et activités récréatives
4407;3;Information et communication
4407;2;Enseignement
4404;1434;Hébergement et restauration
4404;1310;Commerce -  réparation d'automobiles et de motocycles
4404;915;Santé humaine et action sociale
4404;854;Activités de services administratifs et de soutien
4404;738;Construction
4404;620;Transports et entreposage
4404;601;Industrie manufacturière
4404;553;Activités spécialisées, scientifiques et techniques
4404;520;Enseignement
4404;370;Activités financières et d'assurance
4404;232;Autres activités de services
4404;129;Arts, spectacles et activités récréatives
4404;117;Administration publique
4404;114;Information et communication
4404;93;Agriculture, sylviculture et pêche
4404;85;Activités immobilières
4404;39;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4404;32;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4404;1;Industries extractives
4402;901;Commerce -  réparation d'automobiles et de motocycles
4402;686;Hébergement et restauration
4402;623;Activités de services administratifs et de soutien
4402;616;Santé humaine et action sociale
4402;531;Industrie manufacturière
4402;322;Construction
4402;292;Activités spécialisées, scientifiques et techniques
4402;244;Transports et entreposage
4402;192;Administration publique
4402;118;Enseignement
4402;89;Autres activités de services
4402;67;Activités financières et d'assurance
4402;66;Agriculture, sylviculture et pêche
4402;59;Activités immobilières
4402;43;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
4402;40;Information et communication
4402;30;Arts, spectacles et activités récréatives
4402;10;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
4402;3;Industries extractives
3230;438;Hébergement et restauration
3230;269;Commerce -  réparation d'automobiles et de motocycles
3230;228;Industrie manufacturière
3230;177;Santé humaine et action sociale
3230;147;Activités spécialisées, scientifiques et techniques
3230;124;Construction
3230;68;Autres activités de services
3230;68;Administration publique
3230;62;Activités de services administratifs et de soutien
3230;55;Transports et entreposage
3230;28;Activités financières et d'assurance
3230;28;Arts, spectacles et activités récréatives
3230;18;Activités immobilières
3230;16;Enseignement
3230;13;Agriculture, sylviculture et pêche
3230;12;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3230;1;Information et communication
3230;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3229;330;Commerce -  réparation d'automobiles et de motocycles
3229;298;Santé humaine et action sociale
3229;213;Hébergement et restauration
3229;199;Industrie manufacturière
3229;164;Activités de services administratifs et de soutien
3229;160;Construction
3229;78;Transports et entreposage
3229;76;Autres activités de services
3229;76;Activités spécialisées, scientifiques et techniques
3229;57;Administration publique
3229;27;Arts, spectacles et activités récréatives
3229;24;Enseignement
3229;21;Activités financières et d'assurance
3229;11;Agriculture, sylviculture et pêche
3229;11;Activités immobilières
3229;8;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3229;6;Information et communication
3228;424;Commerce -  réparation d'automobiles et de motocycles
3228;348;Santé humaine et action sociale
3228;292;Activités de services administratifs et de soutien
3228;271;Hébergement et restauration
3228;169;Construction
3228;155;Transports et entreposage
3228;127;Industrie manufacturière
3228;91;Activités spécialisées, scientifiques et techniques
3228;70;Administration publique
3228;63;Enseignement
3228;55;Autres activités de services
3228;44;Activités immobilières
3228;27;Activités financières et d'assurance
3228;25;Arts, spectacles et activités récréatives
3228;21;Information et communication
3228;5;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3228;4;Agriculture, sylviculture et pêche
3228;3;Industries extractives
3228;2;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3227;1592;Activités de services administratifs et de soutien
3227;1298;Commerce -  réparation d'automobiles et de motocycles
3227;1015;Hébergement et restauration
3227;862;Transports et entreposage
3227;667;Santé humaine et action sociale
3227;660;Construction
3227;381;Industrie manufacturière
3227;216;Administration publique
3227;213;Activités spécialisées, scientifiques et techniques
3227;165;Autres activités de services
3227;126;Enseignement
3227;105;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3227;74;Arts, spectacles et activités récréatives
3227;65;Activités financières et d'assurance
3227;60;Information et communication
3227;47;Activités immobilières
3227;5;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3227;2;Agriculture, sylviculture et pêche
3226;422;Commerce -  réparation d'automobiles et de motocycles
3226;346;Hébergement et restauration
3226;341;Industrie manufacturière
3226;311;Enseignement
3226;276;Santé humaine et action sociale
3226;231;Activités de services administratifs et de soutien
3226;195;Construction
3226;104;Activités spécialisées, scientifiques et techniques
3226;72;Transports et entreposage
3226;68;Activités financières et d'assurance
3226;58;Autres activités de services
3226;54;Administration publique
3226;43;Arts, spectacles et activités récréatives
3226;22;Activités immobilières
3226;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3226;10;Information et communication
3226;9;Agriculture, sylviculture et pêche
3226;6;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3226;3;Industries extractives
3225;749;Commerce -  réparation d'automobiles et de motocycles
3225;609;Industrie manufacturière
3225;433;Hébergement et restauration
3225;391;Santé humaine et action sociale
3225;367;Construction
3225;260;Activités de services administratifs et de soutien
3225;197;Autres activités de services
3225;165;Transports et entreposage
3225;152;Activités spécialisées, scientifiques et techniques
3225;101;Administration publique
3225;78;Activités financières et d'assurance
3225;64;Arts, spectacles et activités récréatives
3225;51;Enseignement
3225;35;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3225;33;Information et communication
3225;16;Activités immobilières
3225;13;Agriculture, sylviculture et pêche
3225;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3224;802;Commerce -  réparation d'automobiles et de motocycles
3224;703;Santé humaine et action sociale
3224;594;Hébergement et restauration
3224;558;Transports et entreposage
3224;534;Activités de services administratifs et de soutien
3224;492;Industrie manufacturière
3224;371;Construction
3224;295;Activités spécialisées, scientifiques et techniques
3224;140;Enseignement
3224;137;Administration publique
3224;128;Activités financières et d'assurance
3224;107;Autres activités de services
3224;76;Arts, spectacles et activités récréatives
3224;64;Information et communication
3224;48;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3224;41;Agriculture, sylviculture et pêche
3224;32;Activités immobilières
3224;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3223;570;Industrie manufacturière
3223;392;Commerce -  réparation d'automobiles et de motocycles
3223;335;Santé humaine et action sociale
3223;241;Hébergement et restauration
3223;237;Construction
3223;206;Enseignement
3223;181;Activités de services administratifs et de soutien
3223;98;Activités spécialisées, scientifiques et techniques
3223;84;Transports et entreposage
3223;71;Administration publique
3223;51;Autres activités de services
3223;36;Activités financières et d'assurance
3223;24;Arts, spectacles et activités récréatives
3223;21;Information et communication
3223;14;Agriculture, sylviculture et pêche
3223;13;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3223;10;Activités immobilières
3223;7;Industries extractives
3223;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3222;403;Commerce -  réparation d'automobiles et de motocycles
3222;329;Santé humaine et action sociale
3222;298;Industrie manufacturière
3222;232;Hébergement et restauration
3222;185;Activités de services administratifs et de soutien
3222;160;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3222;141;Construction
3222;126;Transports et entreposage
3222;125;Activités spécialisées, scientifiques et techniques
3222;62;Autres activités de services
3222;35;Arts, spectacles et activités récréatives
3222;31;Enseignement
3222;24;Activités financières et d'assurance
3222;19;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3222;18;Administration publique
3222;11;Activités immobilières
3222;9;Agriculture, sylviculture et pêche
3222;1;Information et communication
3221;1322;Industrie manufacturière
3221;930;Commerce -  réparation d'automobiles et de motocycles
3221;821;Hébergement et restauration
3221;805;Activités de services administratifs et de soutien
3221;774;Santé humaine et action sociale
3221;619;Construction
3221;433;Activités spécialisées, scientifiques et techniques
3221;335;Transports et entreposage
3221;197;Enseignement
3221;182;Administration publique
3221;163;Autres activités de services
3221;77;Information et communication
3221;76;Arts, spectacles et activités récréatives
3221;52;Activités financières et d'assurance
3221;44;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3221;40;Activités immobilières
3221;17;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3221;4;Agriculture, sylviculture et pêche
3220;596;Commerce -  réparation d'automobiles et de motocycles
3220;582;Activités de services administratifs et de soutien
3220;458;Santé humaine et action sociale
3220;425;Transports et entreposage
3220;417;Industrie manufacturière
3220;391;Hébergement et restauration
3220;313;Activités immobilières
3220;307;Construction
3220;230;Activités spécialisées, scientifiques et techniques
3220;130;Autres activités de services
3220;115;Enseignement
3220;90;Administration publique
3220;41;Activités financières et d'assurance
3220;40;Arts, spectacles et activités récréatives
3220;39;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3220;23;Agriculture, sylviculture et pêche
3220;14;Information et communication
3220;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3219;322;Commerce -  réparation d'automobiles et de motocycles
3219;253;Industrie manufacturière
3219;193;Hébergement et restauration
3219;177;Construction
3219;166;Santé humaine et action sociale
3219;98;Activités spécialisées, scientifiques et techniques
3219;54;Activités de services administratifs et de soutien
3219;49;Autres activités de services
3219;46;Enseignement
3219;31;Arts, spectacles et activités récréatives
3219;30;Transports et entreposage
3219;24;Activités immobilières
3219;20;Activités financières et d'assurance
3219;19;Administration publique
3219;10;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3219;10;Agriculture, sylviculture et pêche
3219;5;Information et communication
3219;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3218;739;Industrie manufacturière
3218;664;Commerce -  réparation d'automobiles et de motocycles
3218;628;Hébergement et restauration
3218;500;Activités de services administratifs et de soutien
3218;328;Santé humaine et action sociale
3218;290;Construction
3218;216;Transports et entreposage
3218;166;Activités spécialisées, scientifiques et techniques
3218;142;Autres activités de services
3218;114;Administration publique
3218;97;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3218;84;Enseignement
3218;74;Activités immobilières
3218;58;Activités financières et d'assurance
3218;50;Arts, spectacles et activités récréatives
3218;27;Agriculture, sylviculture et pêche
3218;27;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3218;20;Information et communication
3217;1963;Commerce -  réparation d'automobiles et de motocycles
3217;1196;Activités de services administratifs et de soutien
3217;1113;Hébergement et restauration
3217;1029;Santé humaine et action sociale
3217;876;Activités spécialisées, scientifiques et techniques
3217;753;Industrie manufacturière
3217;635;Transports et entreposage
3217;588;Construction
3217;389;Information et communication
3217;348;Administration publique
3217;317;Activités financières et d'assurance
3217;299;Autres activités de services
3217;183;Enseignement
3217;173;Arts, spectacles et activités récréatives
3217;156;Activités immobilières
3217;154;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3217;58;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3217;9;Agriculture, sylviculture et pêche
3216;4933;Commerce -  réparation d'automobiles et de motocycles
3216;4543;Hébergement et restauration
3216;4182;Activités de services administratifs et de soutien
3216;2814;Activités spécialisées, scientifiques et techniques
3216;2457;Santé humaine et action sociale
3216;2029;Information et communication
3216;1757;Construction
3216;1566;Transports et entreposage
3216;1550;Enseignement
3216;1299;Industrie manufacturière
3216;1098;Activités financières et d'assurance
3216;922;Autres activités de services
3216;571;Administration publique
3216;515;Arts, spectacles et activités récréatives
3216;467;Activités immobilières
3216;353;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3216;80;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3216;24;Agriculture, sylviculture et pêche
3216;7;Activités extra-territoriales
3216;6;Industries extractives
3215;76;Commerce -  réparation d'automobiles et de motocycles
3215;61;Construction
3215;53;Santé humaine et action sociale
3215;49;Hébergement et restauration
3215;44;Industrie manufacturière
3215;18;Transports et entreposage
3215;18;Activités spécialisées, scientifiques et techniques
3215;17;Activités de services administratifs et de soutien
3215;16;Administration publique
3215;9;Information et communication
3215;7;Activités financières et d'assurance
3215;6;Enseignement
3215;6;Autres activités de services
3215;5;Agriculture, sylviculture et pêche
3215;3;Activités immobilières
3215;3;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3215;2;Arts, spectacles et activités récréatives
3214;233;Construction
3214;216;Industrie manufacturière
3214;200;Commerce -  réparation d'automobiles et de motocycles
3214;188;Hébergement et restauration
3214;137;Activités de services administratifs et de soutien
3214;127;Transports et entreposage
3214;44;Activités spécialisées, scientifiques et techniques
3214;43;Santé humaine et action sociale
3214;41;Administration publique
3214;28;Arts, spectacles et activités récréatives
3214;19;Information et communication
3214;19;Activités financières et d'assurance
3214;16;Autres activités de services
3214;12;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3214;7;Activités immobilières
3214;5;Agriculture, sylviculture et pêche
3214;4;Enseignement
3213;502;Commerce -  réparation d'automobiles et de motocycles
3213;469;Hébergement et restauration
3213;402;Santé humaine et action sociale
3213;400;Industrie manufacturière
3213;353;Construction
3213;340;Activités de services administratifs et de soutien
3213;244;Transports et entreposage
3213;182;Administration publique
3213;168;Activités spécialisées, scientifiques et techniques
3213;69;Enseignement
3213;65;Information et communication
3213;63;Autres activités de services
3213;45;Arts, spectacles et activités récréatives
3213;43;Activités financières et d'assurance
3213;41;Activités immobilières
3213;32;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3213;10;Agriculture, sylviculture et pêche
3213;4;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3213;1;Industries extractives
3212;194;Commerce -  réparation d'automobiles et de motocycles
3212;180;Hébergement et restauration
3212;177;Construction
3212;159;Industrie manufacturière
3212;156;Activités de services administratifs et de soutien
3212;132;Santé humaine et action sociale
3212;53;Transports et entreposage
3212;52;Administration publique
3212;46;Activités spécialisées, scientifiques et techniques
3212;35;Activités financières et d'assurance
3212;34;Autres activités de services
3212;24;Arts, spectacles et activités récréatives
3212;21;Activités immobilières
3212;19;Enseignement
3212;18;Agriculture, sylviculture et pêche
3212;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3212;5;Information et communication
3212;1;Production et distribution d'électricité, de gaz, de vapeur et d'air conditionné
3211;619;Commerce -  réparation d'automobiles et de motocycles
3211;516;Activités de services administratifs et de soutien
3211;414;Hébergement et restauration
3211;341;Santé humaine et action sociale
3211;307;Industrie manufacturière
3211;263;Construction
3211;253;Transports et entreposage
3211;210;Activités spécialisées, scientifiques et techniques
3211;98;Autres activités de services
3211;87;Enseignement
3211;64;Activités financières et d'assurance
3211;49;Administration publique
3211;47;Information et communication
3211;41;Activités immobilières
3211;33;Arts, spectacles et activités récréatives
3211;11;Production et distribution d'eau -  assainissement, gestion des déchets et dépollution
3211;6;Agriculture, sylviculture et pêche
