Observatory;Data_year;agglomeration;Zone_complementaire;Type_habitat;epoque_construction_homogene;anciennete_locataire_homogene;nombre_pieces_homogene;loyer_1_decile;loyer_1_quartile;loyer_median;loyer_3_quartile;loyer_9_decile;loyer_moyen;loyer_mensuel_1_decile;loyer_mensuel_1_quartile;loyer_mensuel_median;loyer_mensuel_3_quartile;loyer_mensuel_9_decile;moyenne_loyer_mensuel;surface_moyenne;nombre_observations;nombre_logements;methodologie_production
B3000;2021;Agglomération de Nîmes;;Appartement;1. Avant 1946;1. Moins de 1 an;;7,5;8,9;10,4;12,3;14,1;9,7;360;425;510;610;750;530;55;703;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;1. Avant 1946;2. 1 an et plus;;6,9;8;9,5;11,2;13;8,9;336;400;483;620;700;511;57;1771;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;;7,1;8;9,1;10,5;11,9;8,9;413;460;520;610;710;546;61;947;6621;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 1P;11;11,2;13,3;18,8;19;14;295;365;400;420;450;394;28;61;674;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 2P;7,9;9,2;10,4;11,5;12,4;10;364;420;458;500;545;456;45;239;2006;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 3P;7,5;8,6;9,1;9,8;10,8;9,1;467;500;535;610;650;553;60;420;2450;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;;Appart 4P+;5,9;7,1;8;8,6;9,4;7,7;475;530;620;720;907;643;83;227;1491;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,7;8,5;9,2;10,6;11,9;9,3;430;460;540;650;830;574;62;254;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;2. Entre 1946-1970;2. 1 an et plus;;6,7;7,8;9,1;10,4;11,8;8,8;410;466;520;610;662;535;61;693;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;;7,4;8,5;10;12,4;14,1;9,6;350;405;500;600;706;518;54;913;6064;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 1P;11,8;12,9;13,3;15,1;16,8;13,6;313;330;355;400;450;365;27;284;1099;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 2P;8,4;9,4;10,9;11,8;12,5;10,4;397;428;474;520;550;470;45;336;2082;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 3P;7,4;8,2;9,3;10;10,9;9,1;510;560;625;695;734;627;69;179;1811;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;;Appart 4P+;6,2;6,9;7,9;8,5;9,5;7,9;480;540;600;776;950;667;85;114;1073;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;1. Moins de 1 an;;8,4;9,6;11,4;13,3;15,2;10,7;350;395;460;540;680;482;45;235;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;3. Entre 1971-1990;2. 1 an et plus;;6,9;8,1;9,5;11,7;13,1;9,2;350;414;520;620;720;536;58;678;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;;8,1;9,3;10,5;12;14,3;10,2;385;471;540;650;826;576;57;1089;4377;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 1P;11,2;12,8;15,1;16,2;17,8;14,2;310;334;370;415;460;376;26;188;661;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 2P;9;10,2;11,2;12,3;13,5;11,1;420;463;512;541;600;507;46;531;1841;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 3P;7,6;8,7;9,3;10,1;10,8;9,3;530;594;646;687;751;641;69;293;1401;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;;Appart 4P+;6,3;8,5;9,4;9,5;10,3;8,9;700;727;850;915;1001;868;98;77;475;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;1. Moins de 1 an;;7,7;9,2;10,2;12;13,7;9,9;390;480;570;650;850;591;60;262;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;4. Entre 1991-2005;2. 1 an et plus;;8,1;9,3;10,6;12,2;14,3;10,3;385;469;540;650;780;571;56;827;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;;;8,8;9,8;10,5;11,7;12,5;10,2;424;494;570;650;730;587;57;1686;4192;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 1P;10,8;11,6;12,7;15;18,3;13,2;271;320;375;420;433;369;28;121;266;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 2P;9,8;10,4;11,4;12,2;12,8;11,1;415;460;502;540;570;499;45;863;1832;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 3P;8,8;9,4;10;10,8;11,8;9,9;573;629;650;690;728;652;66;584;1616;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;;Appart 4P+;6,5;8,1;9,1;10,1;10,4;8,7;675;716;756;925;1100;839;96;118;478;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;1. Moins de 1 an;;9,7;10;11;11,8;12,6;10,7;418;502;550;650;720;577;54;489;;Estimation directe
B3000;2021;Agglomération de Nîmes;;Appartement;5. Après 2005;2. 1 an et plus;;8,7;9,5;10,4;11,5;12,5;10;438;490;581;652;731;592;59;1197;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;;7,5;8,8;10;11,6;13,5;9,6;369;444;540;650;831;571;60;6827;25516;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Maison 1-3P;7,6;9,1;9,5;12,2;15;9,8;413;600;650;750;790;642;65;102;1235;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Ensemble 4P+;6,5;7,4;8,5;9,8;10,6;8,4;529;623;770;920;1100;792;94;891;5436;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Maison 4P+;6,5;8,5;9,7;10,3;12,7;9,2;760;847;913;1061;1200;946;103;200;1763;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Appart 1P;10,1;11,8;13,3;15,3;16,8;13,2;293;322;360;400;450;364;28;1049;3085;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Appart 2P;8,4;9,8;11;12;13,5;10,7;384;423;472;524;556;471;44;2773;8521;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Appart 3P;7,5;8,6;9,4;10,3;11,2;9,3;470;528;607;650;720;596;64;2012;7238;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Appart 4P+;6;7,1;8,1;9,3;10;8;500;590;697;817;950;715;90;691;3673;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Ensemble 1P;10,2;11,9;13,3;15,4;16,8;13,2;294;323;360;400;450;363;27;1052;3161;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Ensemble 2P;8,3;9,8;11;12;13,5;10,6;385;423;475;530;570;474;45;2792;8879;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;;Ensemble 3P;7,6;8,7;9,4;10,3;11,4;9,3;482;535;618;663;734;607;65;2092;8039;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;;8,2;9,2;10,6;12,4;14,4;10,2;365;440;535;640;800;564;55;1837;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 4P+;6,9;8,2;8,9;10,3;13,1;9,2;600;650;770;980;1130;832;91;174;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 1P;11;12,5;14;15,8;16,8;13,7;306;331;365;400;430;369;27;351;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 2P;9,1;10,1;11,4;12,5;13,9;11,2;400;450;487;540;570;488;44;807;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;1. Moins de 1 an;Ensemble 3P;7,7;9;9,5;10,3;10,9;9,4;495;540;595;664;750;605;64;505;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;;7,2;8,5;9,8;11,3;13,2;9,3;370;445;540;650;847;573;61;4990;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 4P+;6,5;7,1;8,2;9,5;10,3;8,2;500;600;774;915;1030;779;95;717;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 1P;9,9;11,4;12,9;15,3;16,8;12,9;287;320;355;399;450;359;28;701;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 2P;7,9;9,5;10,8;11,8;13,3;10,4;380;414;469;520;563;467;45;1985;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;;2. 1 an et plus;Ensemble 3P;7,5;8,6;9,4;10,3;11,4;9,3;473;534;620;662;729;608;66;1587;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;;7,1;8,4;10;11,5;13,8;9,2;340;407;500;634;760;536;58;2439;5019;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 4P+;5,8;6,9;8;9,4;10,3;7,8;610;678;776;851;1107;807;103;271;885;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 1P;9,3;10,6;12,5;15;16,2;12,2;266;307;350;380;420;344;28;428;619;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 2P;7,6;9,3;10,5;12;13,9;10,2;353;400;450;492;580;454;45;1009;2017;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;;Ensemble 3P;7,3;8,2;9,3;10,5;11,6;9,1;426;508;575;650;700;577;64;731;1499;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;1. Moins de 1 an;;7,5;9,1;10,4;12,3;14,3;9,8;360;420;500;606;700;522;53;672;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;1. Avant 1946;2. 1 an et plus;;6,9;8,2;9,6;11,2;13,2;9;335;404;490;646;827;541;60;1767;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;;7,1;8;9,1;10,5;11,9;9;414;475;540;641;764;570;64;955;6708;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 4P+;6,2;7,2;8;9,1;9,8;8;482;555;650;770;930;683;85;254;1775;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 1P;11;11,7;14,6;18,8;19;14,2;360;370;414;420;450;402;28;57;660;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 2P;8;9,3;10,6;11,7;12,9;10,3;380;420;460;490;545;453;44;228;1855;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;;Ensemble 3P;7,5;8,5;9,1;10;11,4;9,2;484;500;540;610;655;562;61;416;2417;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;1. Moins de 1 an;;7,7;8,5;9,3;10,9;12,2;9,4;425;495;550;680;850;595;64;252;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;2. Entre 1946-1970;2. 1 an et plus;;6,8;7,8;9,1;10,4;11,8;8,8;414;472;530;620;720;561;64;703;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;;7,5;8,7;10,1;12,5;14,2;9,8;343;412;511;657;950;574;59;906;6127;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 4P+;6,9;7,6;8,5;9,9;13,1;9;500;590;800;980;1130;816;90;133;1413;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 1P;11,8;12,9;13,3;15,4;16,5;13,6;312;327;354;400;450;363;27;280;1056;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 2P;8,1;9,3;10,9;11,8;12,5;10,4;392;414;454;506;550;464;45;320;1961;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;;Ensemble 3P;7,5;8,4;9,3;9,9;10,7;9,1;511;560;630;700;750;635;70;173;1698;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;1. Moins de 1 an;;8,4;9,8;11,5;13,3;14,4;11;350;400;480;700;1130;588;54;230;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;3. Entre 1971-1990;2. 1 an et plus;;7,1;8,2;9,5;11,4;13,3;9,3;335;414;520;657;878;567;61;676;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;;8,6;9,3;10,6;12,2;14,3;10,3;380;490;560;708;915;615;60;1057;4162;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 4P+;8,4;8,7;9,7;10,6;10,8;9,5;600;785;915;960;1096;892;94;122;773;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 1P;11,5;12,8;15,3;16,1;17,7;14,3;310;334;370;416;460;377;26;181;625;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 2P;9,4;10,5;11,2;12,8;13,7;11,3;427;469;510;540;564;503;44;481;1577;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;;Ensemble 3P;8,1;9;9,3;10;10,8;9,4;573;600;650;704;762;657;70;273;1187;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;1. Moins de 1 an;;9;9,3;10,7;13,2;15,3;10,6;340;460;540;650;855;582;55;245;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;4. Entre 1991-2005;2. 1 an et plus;;8,6;9,3;10,6;12;14,3;10,2;393;493;563;725;916;623;61;812;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;;;8,8;9,6;10,4;11,8;12,6;10,1;425;500;575;693;797;605;60;1470;3500;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 4P+;6,5;6,5;8,9;10;10,5;8,3;698;756;847;878;1100;855;103;111;590;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 1P;10,7;11,7;12,7;15;18,3;13,3;285;326;380;420;433;376;28;106;202;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 2P;10;10,5;11,4;12,2;13,3;11,4;414;466;513;550;570;505;44;754;1470;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;;Ensemble 3P;8,8;9,4;10;10,6;11,8;9,9;582;638;650;720;750;669;68;499;1239;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;1. Moins de 1 an;;9,5;10;11,3;12,2;13,9;10,9;420;502;550;650;735;577;53;438;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;;5. Après 2005;2. 1 an et plus;;8,1;9,4;10,1;11,4;12,4;9,8;439;500;625;711;841;619;63;1032;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;;;7;8,6;9,6;10,8;13,3;9,4;600;663;847;930;1130;829;89;302;2998;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;;Maison 1-3P;7,6;9,1;9,5;12,2;15;9,8;413;600;650;750;790;642;65;102;1235;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;;Maison 4P+;6,5;8,5;9,7;10,3;12,7;9,2;760;847;913;1061;1200;946;103;200;1763;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;;9,1;9,8;10,9;13,3;15;11,1;600;735;867;1130;1200;890;80;63;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;Maison 1-3P;;;;;;;;;;;;;;20;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;1. Moins de 1 an;Maison 4P+;;;;;;;;;;;;;;43;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;;6,5;8,5;9,3;10,3;12;8,9;600;650;847;916;1100;812;91;239;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;Maison 1-3P;7,6;8,8;9,5;11,2;14;9,5;330;600;650;750;802;636;67;82;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;;2. 1 an et plus;Maison 4P+;6,5;8,4;9,2;10;10,8;8,7;783;847;892;987;1202;931;107;157;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;;6,5;7,7;9,3;10;12;8,7;507;650;760;850;1130;773;89;100;543;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;Maison 1-3P;6,3;7,6;9,3;10,9;13;9;413;600;650;670;807;630;70;54;355;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;;Maison 4P+;;;;;;;;;;;;;;46;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;1. Moins de 1 an;;;;;;;;;;;;;;;17;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;1. Avant 1946;2. 1 an et plus;;6,5;7,6;9,3;10;12;8,6;507;650;760;850;1107;768;89;83;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;;;;;;;;;;;;;;;44;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;Maison 1-3P;;;;;;;;;;;;;;13;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;;Maison 4P+;;;;;;;;;;;;;;31;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;1. Moins de 1 an;;;;;;;;;;;;;;;9;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;2. Entre 1946-1970;2. 1 an et plus;;;;;;;;;;;;;;;35;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;;;;;;;;;;;;;;;40;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;Maison 1-3P;;;;;;;;;;;;;;9;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;;Maison 4P+;;;;;;;;;;;;;;31;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;1. Moins de 1 an;;;;;;;;;;;;;;;12;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;3. Entre 1971-1990;2. 1 an et plus;;;;;;;;;;;;;;;28;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;;8,6;8,6;9,9;10,8;11,5;9,8;600;702;900;960;1060;870;89;67;646;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;Maison 1-3P;;;;;;;;;;;;;;11;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;;Maison 4P+;8,6;8,6;9,9;10,8;11,1;9,8;600;825;914;964;1060;885;91;56;440;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;1. Moins de 1 an;;;;;;;;;;;;;;;11;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;4. Entre 1991-2005;2. 1 an et plus;;8,6;8,6;9,8;10,8;11,1;9,7;600;702;909;963;1057;875;90;56;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;;6,5;6,5;9,5;10,8;15;8,9;600;750;750;847;847;777;88;51;327;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;Maison 1-3P;;;;;;;;;;;;;;15;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;;Maison 4P+;;;;;;;;;;;;;;36;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;1. Moins de 1 an;;;;;;;;;;;;;;;14;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Maison;5. Après 2005;2. 1 an et plus;;;;;;;;;;;;;;;37;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;;;7,5;8,8;10;11,7;13,5;9,6;362;430;520;620;715;536;56;6525;22518;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 1P;10,1;11,8;13,3;15,3;16,8;13,2;293;322;360;400;450;364;28;1049;3085;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 2P;8,4;9,8;11;12;13,5;10,7;384;423;472;524;556;471;44;2773;8521;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 3P;7,5;8,6;9,4;10,3;11,2;9,3;470;528;607;650;720;596;64;2012;7238;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;;Appart 4P+;6;7,1;8,1;9,3;10;8;500;590;697;817;950;715;90;691;3673;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;;8,1;9,1;10,5;12,2;14,3;10,1;360;431;520;600;700;533;53;1774;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 1P;11;12,5;14;15,8;16,8;13,7;306;331;365;400;430;369;27;351;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 2P;9,1;10;11,4;12,3;13,5;11,1;400;443;480;540;556;484;44;801;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 3P;7,7;8,9;9,5;10,3;10,9;9,4;495;540;584;650;740;598;64;491;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;1. Moins de 1 an;Appart 4P+;6,9;7,9;8,6;9,3;10;8,3;580;625;700;850;982;756;91;131;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;;7,3;8,5;9,9;11,4;13,3;9,4;365;430;519;630;718;538;57;4751;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 1P;9,8;11,3;12,9;15,1;16,9;12,8;286;320;359;400;450;360;28;698;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 2P;8;9,5;10,8;11,9;13,4;10,5;380;415;467;516;558;465;44;1972;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 3P;7,5;8,6;9,4;10,3;11,3;9,2;469;521;610;650;715;595;64;1521;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;;2. 1 an et plus;Appart 4P+;5,9;6,9;7,9;9,1;10,1;7,8;484;562;681;797;950;701;89;560;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;;7,2;8,5;10;11,6;13,9;9,4;335;400;477;600;700;505;54;2339;4475;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 1P;9,2;10,6;12,5;15;16,2;12,2;266;308;350;380;420;345;28;426;594;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 2P;7,8;9,3;10,6;12;13,9;10,3;350;400;450;490;554;450;44;994;1905;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 3P;7,3;8,3;9,4;10,5;11,3;9;415;500;560;635;685;559;62;694;1280;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;;Appart 4P+;5,4;6,9;7,7;8,9;10,3;7,5;584;647;700;816;958;741;99;225;697;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;1. Moins de 1 an;;7,5;9,1;10,4;12,3;14,5;9,8;360;420;500;600;695;513;52;655;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;1. Avant 1946;2. 1 an et plus;;6,9;8,3;9,7;11,3;13,5;9,2;330;395;470;601;700;501;55;1684;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;;7,1;8;9,1;10,5;11,9;8,9;414;470;530;617;720;551;62;911;5958;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 1P;11;11,7;14,6;18,8;19;14,2;360;370;414;420;450;402;28;57;632;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 2P;8;9,3;10,6;11,7;12,9;10,3;380;420;460;490;545;453;44;228;1771;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 3P;7,5;8,5;9,1;10;11;9,2;483;500;540;610;650;557;61;403;2188;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;;Appart 4P+;5,9;7;8;8,7;9,4;7,7;475;550;635;720;920;646;83;223;1368;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;1. Moins de 1 an;;7,7;8,5;9,2;10,9;12,2;9,3;410;475;545;660;850;583;63;243;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;2. Entre 1946-1970;2. 1 an et plus;;6,7;7,7;9,1;10,4;11,8;8,8;414;467;520;610;684;540;61;668;;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;;;7,5;8,5;10;12,3;14;9,6;347;405;500;600;711;519;54;866;5394;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 1P;11,8;12,9;13,3;15;16,5;13,5;308;321;355;400;450;365;27;279;1039;Estimation directe
B3000;2021;Agglomération de Nîmes;Ville centre;Appartement;3. Entre 1971-1990;;Appart 2P;8,1;9,3;10,9;11,8;12,5;10,4;392;414;454;505;550;463;45;319;1879;Estimation directe
