libfap;ROME;fap;bassin;bassin_lib;lib_rome;defm;dee;oee_nosais;ind_t;selec_offre
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;1125;Seine-Aval;Encadrement d'équipe en industrie de transformation;14.916666667;12;14;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;1146;T4 Paris Ouest La Défense;Encadrement d'équipe en industrie de transformation;2.5;3;22;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2415;TOURS;Encadrement d'équipe en industrie de transformation;11.583333333;10;31;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2416;BLOIS;Encadrement d'équipe en industrie de transformation;10.833333333;10;21;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2421;ORLEANS;Encadrement d'équipe en industrie de transformation;29.416666667;14;85;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2716;BEAUNE;Encadrement d'équipe en industrie de transformation;4.9166666667;4;14;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2726;BESANCON;Encadrement d'équipe en industrie de transformation;9.6666666667;7;29;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;2806;LE HAVRE;Encadrement d'équipe en industrie de transformation;10.083333333;1;20;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;4441;STRASBOURG;Encadrement d'équipe en industrie de transformation;24.333333333;16;30;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;4449;MULHOUSE;Encadrement d'équipe en industrie de transformation;27.75;13;12;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5213;LES HERBIERS;Encadrement d'équipe en industrie de transformation;7.75;2;42;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5220;NANTES;Encadrement d'équipe en industrie de transformation;15.75;16;53;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5228;MAYENNE;Encadrement d'équipe en industrie de transformation;2.25;2;15;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5310;VANNES;Encadrement d'équipe en industrie de transformation;7.1666666667;4;23;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5311;PLOERMEL;Encadrement d'équipe en industrie de transformation;6;8;14;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5312;DINAN;Encadrement d'équipe en industrie de transformation;4.0833333333;3;11;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;5314;RENNES;Encadrement d'équipe en industrie de transformation;22.083333333;13;41;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7513;POITIERS;Encadrement d'équipe en industrie de transformation;2.5833333333;2;19;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7532;BORDEAUX;Encadrement d'équipe en industrie de transformation;28.083333333;17;101;1;1
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7534;MONT DE MARSAN;Encadrement d'équipe en industrie de transformation;7.4166666667;7;13;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7538;BEARN;Encadrement d'équipe en industrie de transformation;13.5;17;11;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7539;PAYS BASQUE;Encadrement d'équipe en industrie de transformation;9.25;7;13;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;7604;TARBES;Encadrement d'équipe en industrie de transformation;9.5833333333;5;13;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8402;OYONNAX;Encadrement d'équipe en industrie de transformation;10.75;7;22;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8403;AMBERIEU;Encadrement d'équipe en industrie de transformation;11.416666667;10;14;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8407;ANNECY;Encadrement d'équipe en industrie de transformation;12.416666667;9;11;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8412;GRENOBLE;Encadrement d'équipe en industrie de transformation;11.25;9;16;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8421;DROME ARDECHE SUD;Encadrement d'équipe en industrie de transformation;12.25;7;13;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8430;RHONE EST;Encadrement d'équipe en industrie de transformation;15.166666667;9;15;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;8431;DROME-ARDECHE-NORD;Encadrement d'équipe en industrie de transformation;18.416666667;13;39;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;9313;AVIGNON;Encadrement d'équipe en industrie de transformation;10.25;7;14;1;0
E2Z80 : Agents de maîtrise et assimilés des industries de process;H2504;E2Z80;9333;AIX  GARDANNE SALON;Encadrement d'équipe en industrie de transformation;9.5833333333;5;29;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;B1604;G0A40;7532;BORDEAUX;Réparation - montage en systèmes horlogers;15.666666667;25;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;0401;REUNION OUEST;Maintenance mécanique industrielle;18.333333333;13;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1118;Porte Sud du Grand Paris;Maintenance mécanique industrielle;15.166666667;15;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1119;Roissy - Le Bourget;Maintenance mécanique industrielle;13.5;17;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1126;Versailles Saclay;Maintenance mécanique industrielle;11.333333333;13;66;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1127;Ouest 95;Maintenance mécanique industrielle;7.6666666667;3;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1128;Sud 91;Maintenance mécanique industrielle;5.3333333333;3;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1146;T4 Paris Ouest La Défense;Maintenance mécanique industrielle;1.9166666667;3;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1147;T6 Plaine Commune;Maintenance mécanique industrielle;10.833333333;21;25;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1149;T9 Grand Paris Grand Est;Maintenance mécanique industrielle;4.5;8;71;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1151;T10 Paris Est Marne et Bois;Maintenance mécanique industrielle;2.25;6;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;1152;Est 95;Maintenance mécanique industrielle;9.5;12;19;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2401;BOURGES;Maintenance mécanique industrielle;2.25;1;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2413;CHINON;Maintenance mécanique industrielle;25.666666667;25;23;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2415;TOURS;Maintenance mécanique industrielle;23.916666667;22;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2420;GIEN;Maintenance mécanique industrielle;13.833333333;16;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2421;ORLEANS;Maintenance mécanique industrielle;18.75;20;38;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2704;CHALON SUR SAONE;Maintenance mécanique industrielle;24.666666667;17;27;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2715;DIJON;Maintenance mécanique industrielle;27.75;26;34;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2726;BESANCON;Maintenance mécanique industrielle;6.5;12;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2801;ROUEN;Maintenance mécanique industrielle;97.916666667;47;58;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2803;CAUX MARITIME;Maintenance mécanique industrielle;34.25;23;20;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2806;LE HAVRE;Maintenance mécanique industrielle;67;43;92;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2808;LILLEBONNE;Maintenance mécanique industrielle;20.583333333;17;30;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2810;LOUVIERS;Maintenance mécanique industrielle;7.4166666667;5;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2812;VERNON;Maintenance mécanique industrielle;11.166666667;8;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;2822;NORD COTENTIN;Maintenance mécanique industrielle;8.9166666667;18;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3202;AMIENS;Maintenance mécanique industrielle;38;19;65;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3203;SANTERRE SOMME;Maintenance mécanique industrielle;32.666666667;25;24;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3204;SAINT QUENTIN;Maintenance mécanique industrielle;34.083333333;19;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3211;COMPIEGNE;Maintenance mécanique industrielle;24.333333333;11;57;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3212;LAON;Maintenance mécanique industrielle;13.166666667;5;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3216;LILLE;Maintenance mécanique industrielle;48.083333333;31;267;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3218;DUNKERQUE;Maintenance mécanique industrielle;193.75;160;89;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3220;DOUAI;Maintenance mécanique industrielle;40.916666667;32;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3221;VALENCIENNES;Maintenance mécanique industrielle;84.333333333;73;41;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3224;ARTOIS TERNOIS;Maintenance mécanique industrielle;13.166666667;17;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3227;LENS;Maintenance mécanique industrielle;52.583333333;32;39;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;3229;AUDOMAROIS;Maintenance mécanique industrielle;27.25;23;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4402;TROYES;Maintenance mécanique industrielle;17.75;15;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4404;REIMS;Maintenance mécanique industrielle;19.583333333;19;60;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4412;CHARLEVILLE;Maintenance mécanique industrielle;21.916666667;15;25;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4420;SAINT DIZIER;Maintenance mécanique industrielle;19.166666667;7;20;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4425;NANCY;Maintenance mécanique industrielle;50.333333333;48;92;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4426;PONT A MOUSSON;Maintenance mécanique industrielle;28;22;26;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4430;BASSIN SIDERURGIQUE;Maintenance mécanique industrielle;88;61;70;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4431;METZ;Maintenance mécanique industrielle;72.333333333;61;94;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4432;BASSIN HOUILLER;Maintenance mécanique industrielle;85.416666667;61;60;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4433;SARREBOURG;Maintenance mécanique industrielle;8.5833333333;9;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4434;EPINAL;Maintenance mécanique industrielle;37.916666667;26;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4435;SAINT DIE;Maintenance mécanique industrielle;35.416666667;20;20;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4436;REMIREMONT;Maintenance mécanique industrielle;11.75;6;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4439;HAGUENAU;Maintenance mécanique industrielle;24.25;14;21;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4440;SARRE-UNION SAVERNE;Maintenance mécanique industrielle;13.583333333;14;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4441;STRASBOURG;Maintenance mécanique industrielle;53.333333333;53;38;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4442;MOLSHEIM;Maintenance mécanique industrielle;14.583333333;14;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4444;SELESTAT;Maintenance mécanique industrielle;11.583333333;5;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4446;COLMAR-NEUF BRISACH;Maintenance mécanique industrielle;43.166666667;30;42;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4449;MULHOUSE;Maintenance mécanique industrielle;38.5;35;34;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;4451;SAINT-LOUIS;Maintenance mécanique industrielle;14.416666667;8;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;5205;CHOLET;Maintenance mécanique industrielle;1.3333333333;1;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;5218;ANGERS;Maintenance mécanique industrielle;13.583333333;18;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;5220;NANTES;Maintenance mécanique industrielle;26;18;238;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;5225;SAINT NAZAIRE;Maintenance mécanique industrielle;14.833333333;19;32;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;5314;RENNES;Maintenance mécanique industrielle;13.416666667;13;26;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7513;POITIERS;Maintenance mécanique industrielle;5.3333333333;3;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7524;PERIGUEUX NORD EST DORDOGNE;Maintenance mécanique industrielle;6.8333333333;8;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7530;BLAYE;Maintenance mécanique industrielle;19.083333333;21;20;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7531;LIBOURNE;Maintenance mécanique industrielle;8.75;7;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7532;BORDEAUX;Maintenance mécanique industrielle;37.666666667;33;151;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7533;DAX;Maintenance mécanique industrielle;12.666666667;9;27;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7534;MONT DE MARSAN;Maintenance mécanique industrielle;14.916666667;13;22;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7538;BEARN;Maintenance mécanique industrielle;52.666666667;37;30;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7539;PAYS BASQUE;Maintenance mécanique industrielle;8;12;40;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7540;BRIVE;Maintenance mécanique industrielle;9.8333333333;10;22;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7606;ALBI CARMAUX;Maintenance mécanique industrielle;5.5833333333;7;21;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7611;PAMIERS;Maintenance mécanique industrielle;3;2;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7617;TOULOUSE;Maintenance mécanique industrielle;39.583333333;39;92;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7619;SAINT GAUDENS;Maintenance mécanique industrielle;11.083333333;8;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7626;MONTAUBAN;Maintenance mécanique industrielle;10;11;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7631;NARBONNE;Maintenance mécanique industrielle;14;8;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7633;NIMES;Maintenance mécanique industrielle;16;17;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7638;BEZIERS;Maintenance mécanique industrielle;14.083333333;10;21;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;7642;MONTPELLIER;Maintenance mécanique industrielle;17.333333333;18;37;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8403;AMBERIEU;Maintenance mécanique industrielle;14.25;11;44;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8407;ANNECY;Maintenance mécanique industrielle;15;13;23;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8408;VALLEE DE L ARVE;Maintenance mécanique industrielle;5.5833333333;7;47;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8410;TARENTAISE;Maintenance mécanique industrielle;2.8333333333;11;39;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8411;CHAMBERY;Maintenance mécanique industrielle;13.166666667;19;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8412;GRENOBLE;Maintenance mécanique industrielle;49.916666667;51;101;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8413;VOIRON;Maintenance mécanique industrielle;26.333333333;24;19;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8415;VIENNE ROUSSILLON;Maintenance mécanique industrielle;21.916666667;20;28;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8417;LOIRE CENTRE;Maintenance mécanique industrielle;13.25;12;22;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8421;DROME ARDECHE SUD;Maintenance mécanique industrielle;55.75;48;45;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8426;SAINT ETIENNE;Maintenance mécanique industrielle;26.5;24;24;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8430;RHONE EST;Maintenance mécanique industrielle;15.583333333;11;34;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8439;OULLINS;Maintenance mécanique industrielle;13.166666667;8;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8440;VAULX MEYZIEU;Maintenance mécanique industrielle;10;7;21;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8441;VILLEURBANNE;Maintenance mécanique industrielle;5.3333333333;4;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8443;TASSIN;Maintenance mécanique industrielle;1.4166666667;2;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8447;MONTLUCON;Maintenance mécanique industrielle;10.083333333;4;46;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8454;MONISTROL YSSINGEAUX;Maintenance mécanique industrielle;9.4166666667;10;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;8457;CLERMONT FERRAND;Maintenance mécanique industrielle;13.916666667;12;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9304;NICE;Maintenance mécanique industrielle;9.9166666667;9;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9308;ETANG DE BERRE;Maintenance mécanique industrielle;87.25;78;89;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9311;TOULON;Maintenance mécanique industrielle;19.25;24;23;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9313;AVIGNON;Maintenance mécanique industrielle;11.583333333;9;22;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9316;SUD VAUCLUSE;Maintenance mécanique industrielle;5.5833333333;6;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9329;PAYS D ARLES;Maintenance mécanique industrielle;29.25;13;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9331;EST VAR;Maintenance mécanique industrielle;9.9166666667;12;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1310;G0A40;9333;AIX  GARDANNE SALON;Maintenance mécanique industrielle;17.833333333;25;40;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;5214;LA ROCHE SUR YON;Installation et maintenance en nautisme;9.0833333333;14;19;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;5216;LES SABLES D OLONNES;Installation et maintenance en nautisme;11.416666667;14;20;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;5217;CHALLANS;Installation et maintenance en nautisme;9.3333333333;11;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;5318;LORIENT;Installation et maintenance en nautisme;39.5;34;16;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;7502;ROCHEFORT;Installation et maintenance en nautisme;11.333333333;10;27;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;7504;LA ROCHELLE;Installation et maintenance en nautisme;57.5;69;66;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;7532;BORDEAUX;Installation et maintenance en nautisme;5.9166666667;9;28;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;7642;MONTPELLIER;Installation et maintenance en nautisme;17.166666667;9;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;9307;AUBAGNE LA CIOTAT;Installation et maintenance en nautisme;10.583333333;8;15;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;9331;EST VAR;Installation et maintenance en nautisme;15.416666667;21;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1601;G0A40;9407;AJACCIO;Installation et maintenance en nautisme;3.6666666667;8;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;1119;Roissy - Le Bourget;Maintenance d'aéronefs;45.833333333;55;106;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;1151;T10 Paris Est Marne et Bois;Maintenance d'aéronefs;5.9166666667;10;21;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;3216;LILLE;Maintenance d'aéronefs;9.75;13;17;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;3219;FLANDRE LYS;Maintenance d'aéronefs;1.5833333333;3;39;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;5220;NANTES;Maintenance d'aéronefs;12.166666667;16;30;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;5225;SAINT NAZAIRE;Maintenance d'aéronefs;13.666666667;14;24;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;5315;SAINT MALO;Maintenance d'aéronefs;13.5;20;42;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;5318;LORIENT;Maintenance d'aéronefs;8.1666666667;17;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7513;POITIERS;Maintenance d'aéronefs;1.8333333333;3;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7518;COGNAC;Maintenance d'aéronefs;1.25;4;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7532;BORDEAUX;Maintenance d'aéronefs;74.75;94;132;1;1
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7538;BEARN;Maintenance d'aéronefs;29.583333333;29;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7626;MONTAUBAN;Maintenance d'aéronefs;18.333333333;13;12;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;7644;PERPIGNAN;Maintenance d'aéronefs;19;26;18;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;8412;GRENOBLE;Maintenance d'aéronefs;9.3333333333;16;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;8432;DROME ARDECHE CENTRE;Maintenance d'aéronefs;4.1666666667;3;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;9308;ETANG DE BERRE;Maintenance d'aéronefs;67.583333333;61;57;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;9311;TOULON;Maintenance d'aéronefs;26.583333333;27;22;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;9326;LA CASA;Maintenance d'aéronefs;4;6;27;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1602;G0A40;9333;AIX  GARDANNE SALON;Maintenance d'aéronefs;43;39;32;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;2822;NORD COTENTIN;Mécanique de marine;12.833333333;22;11;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;5222;LA BAULE;Mécanique de marine;6.6666666667;7;13;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;5310;VANNES;Mécanique de marine;21.25;32;14;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;5318;LORIENT;Mécanique de marine;46.416666667;47;19;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;7532;BORDEAUX;Mécanique de marine;18.25;32;31;1;0
G0A40 : Ouvriers qualifiés de la maintenance en mécanique;I1605;G0A40;7647;CASTELNAUDARY;Mécanique de marine;0.5833333333;2;42;1;0
