libfap;ROME;fap;bassin;bassin_lib;lib_rome;defm;dee;oee_nosais;ind_t;selec_offre
L3Z80 : Secrétaires de direction;M1607;L3Z80;2730;LONS LE SAUNIER;Secrétariat;204.16666667;179;61;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;2827;ARGENTAN;Secrétariat;70.666666667;58;19;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;4439;HAGUENAU;Secrétariat;231.83333333;213;67;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;5226;CHATEAU GONTIER;Secrétariat;81.666666667;66;23;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;7509;NIORT;Secrétariat;304.75;223;92;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;7511;BRESSUIRE;Secrétariat;84.916666667;83;29;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;7541;TULLE;Secrétariat;187.25;149;48;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;7610;FOIX;Secrétariat;125.91666667;104;221;1;1
L3Z80 : Secrétaires de direction;M1607;L3Z80;8402;OYONNAX;Secrétariat;96;99;33;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;8450;AURILLAC;Secrétariat;147.5;102;59;1;0
L3Z80 : Secrétaires de direction;M1607;L3Z80;8453;LE PUY;Secrétariat;204.41666667;131;62;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1127;Ouest 95;Secrétariat comptable;33.416666667;32;25;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1129;T12 Grand-Orly Seine Bièvre;Secrétariat comptable;80.75;65;81;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1137;T2 Vallée Sud Grand Paris;Secrétariat comptable;22.916666667;23;20;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1139;T3 Grand Paris Seine Ouest;Secrétariat comptable;16.5;14;15;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1146;T4 Paris Ouest La Défense;Secrétariat comptable;32.25;26;26;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1147;T6 Plaine Commune;Secrétariat comptable;45.166666667;35;30;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1148;T8 Est Ensemble;Secrétariat comptable;52.583333333;39;36;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;1151;T10 Paris Est Marne et Bois;Secrétariat comptable;45.666666667;32;48;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2416;BLOIS;Secrétariat comptable;64.083333333;41;37;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2421;ORLEANS;Secrétariat comptable;110.66666667;62;88;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2709;MACON;Secrétariat comptable;38.75;31;11;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2720;VESOUL;Secrétariat comptable;25.5;18;15;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2730;LONS LE SAUNIER;Secrétariat comptable;34.083333333;37;23;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;2801;ROUEN;Secrétariat comptable;105.08333333;84;70;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;3201;ABBEVILLE PONTHIEU;Secrétariat comptable;44.666666667;34;13;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;3211;COMPIEGNE;Secrétariat comptable;51.083333333;23;20;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;3216;LILLE;Secrétariat comptable;110;75;62;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;4404;REIMS;Secrétariat comptable;73.333333333;62;49;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;4425;NANCY;Secrétariat comptable;73.5;61;82;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;4432;BASSIN HOUILLER;Secrétariat comptable;82.416666667;62;52;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;4437;VOSGES DE L OUEST;Secrétariat comptable;16.166666667;17;13;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;5314;RENNES;Secrétariat comptable;127.16666667;86;99;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;5318;LORIENT;Secrétariat comptable;89.416666667;51;29;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7508;MARENNES-OLÉRON;Secrétariat comptable;19.666666667;14;12;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7524;PERIGUEUX NORD EST DORDOGNE;Secrétariat comptable;104.5;60;22;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7532;BORDEAUX;Secrétariat comptable;277.83333333;223;215;1;1
L3Z80 : Secrétaires de direction;M1608;L3Z80;7541;TULLE;Secrétariat comptable;49.5;45;19;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7615;MILLAU;Secrétariat comptable;44.416666667;26;24;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7621;CONDOM;Secrétariat comptable;28.25;12;15;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;7630;CARCASSONNE;Secrétariat comptable;81.166666667;65;25;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8410;TARENTAISE;Secrétariat comptable;38.166666667;70;28;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8411;CHAMBERY;Secrétariat comptable;77;46;42;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8432;DROME ARDECHE CENTRE;Secrétariat comptable;53.166666667;33;34;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8438;PAYS DE GEX;Secrétariat comptable;24;15;11;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8440;VAULX MEYZIEU;Secrétariat comptable;19.083333333;17;17;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8441;VILLEURBANNE;Secrétariat comptable;24.833333333;22;20;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8443;TASSIN;Secrétariat comptable;20.833333333;10;22;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8444;VILLEFRANCHE;Secrétariat comptable;46.75;28;14;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8446;RILLIEUX;Secrétariat comptable;13.333333333;10;13;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8450;AURILLAC;Secrétariat comptable;31.833333333;18;16;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8451;SAINT FLOUR;Secrétariat comptable;13.25;14;14;1;0
L3Z80 : Secrétaires de direction;M1608;L3Z80;8457;CLERMONT FERRAND;Secrétariat comptable;93.666666667;57;53;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;1146;T4 Paris Ouest La Défense;Secrétariat et assistanat médical ou médico-social;137.66666667;152;319;1;1
L3Z80 : Secrétaires de direction;M1609;L3Z80;2418;ROMORANTIN;Secrétariat et assistanat médical ou médico-social;16.416666667;11;11;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;2712;SENS;Secrétariat et assistanat médical ou médico-social;36.583333333;27;12;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;2720;VESOUL;Secrétariat et assistanat médical ou médico-social;27.166666667;29;22;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;2730;LONS LE SAUNIER;Secrétariat et assistanat médical ou médico-social;20.666666667;16;11;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;2816;GISORS;Secrétariat et assistanat médical ou médico-social;21.333333333;21;11;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;2818;BAYEUX;Secrétariat et assistanat médical ou médico-social;20.833333333;16;24;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;4431;METZ;Secrétariat et assistanat médical ou médico-social;132.5;104;96;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;5205;CHOLET;Secrétariat et assistanat médical ou médico-social;27.75;15;18;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;5208;LE MANS;Secrétariat et assistanat médical ou médico-social;131.91666667;100;86;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;5217;CHALLANS;Secrétariat et assistanat médical ou médico-social;36.583333333;33;26;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;5220;NANTES;Secrétariat et assistanat médical ou médico-social;268.08333333;224;244;1;1
L3Z80 : Secrétaires de direction;M1609;L3Z80;5314;RENNES;Secrétariat et assistanat médical ou médico-social;236.25;212;176;1;1
L3Z80 : Secrétaires de direction;M1609;L3Z80;5320;PONTIVY;Secrétariat et assistanat médical ou médico-social;32.75;25;13;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;7532;BORDEAUX;Secrétariat et assistanat médical ou médico-social;425.5;322;274;1;1
L3Z80 : Secrétaires de direction;M1609;L3Z80;7630;CARCASSONNE;Secrétariat et assistanat médical ou médico-social;64;48;17;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8404;BELLEY;Secrétariat et assistanat médical ou médico-social;14.083333333;13;12;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8408;VALLEE DE L ARVE;Secrétariat et assistanat médical ou médico-social;59.833333333;58;44;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8410;TARENTAISE;Secrétariat et assistanat médical ou médico-social;28.916666667;39;12;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8438;PAYS DE GEX;Secrétariat et assistanat médical ou médico-social;28.583333333;38;18;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8444;VILLEFRANCHE;Secrétariat et assistanat médical ou médico-social;56.083333333;46;19;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8447;MONTLUCON;Secrétariat et assistanat médical ou médico-social;38.75;29;12;1;0
L3Z80 : Secrétaires de direction;M1609;L3Z80;8453;LE PUY;Secrétariat et assistanat médical ou médico-social;32.833333333;24;12;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1119;Roissy - Le Bourget;Maintenance informatique et bureautique;361.91666667;340;108;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1126;Versailles Saclay;Maintenance informatique et bureautique;281.16666667;298;127;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1129;T12 Grand-Orly Seine Bièvre;Maintenance informatique et bureautique;330.58333333;316;253;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1137;T2 Vallée Sud Grand Paris;Maintenance informatique et bureautique;149.25;140;199;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1138;T5 Boucle Nord de Seine;Maintenance informatique et bureautique;232.91666667;234;241;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1139;T3 Grand Paris Seine Ouest;Maintenance informatique et bureautique;88.583333333;75;73;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1146;T4 Paris Ouest La Défense;Maintenance informatique et bureautique;174.5;175;602;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1148;T8 Est Ensemble;Maintenance informatique et bureautique;197.83333333;190;320;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;1152;Est 95;Maintenance informatique et bureautique;203.08333333;220;65;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;2712;SENS;Maintenance informatique et bureautique;35.666666667;32;22;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;2715;DIJON;Maintenance informatique et bureautique;107;113;156;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;2726;BESANCON;Maintenance informatique et bureautique;92.25;104;33;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;2733;BELFORT;Maintenance informatique et bureautique;57;65;44;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;2824;SAINT LO COUTANCES;Maintenance informatique et bureautique;47.75;37;14;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;3202;AMIENS;Maintenance informatique et bureautique;120.75;121;46;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;3213;BEAUVAIS;Maintenance informatique et bureautique;78.5;66;34;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;3221;VALENCIENNES;Maintenance informatique et bureautique;138.91666667;140;142;1;1
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;4416;CHALONS;Maintenance informatique et bureautique;27.333333333;23;21;1;0
M1Z81 : Techniciens de production, d'exploitation, d'installation, et de maintenance, support et services aux utilisateurs en informatique;I1401;M1Z81;4425;NANCY;Maintenance informatique et bureautique;135.83333333;133;88;1;0
